OBJECTID,PERCENT_,STARTX,STARTY,LL,LR,UL,UR,COUNT_,AVE_EAARCO,AVE_LN_EAA,SUM_LN_EAA,SUM_SQLN_E,STDDEV,KHAT,ShapeSTArea,ShapeSTLength
553,0.141,190000,310000,1931,2031,1932,2032,8,63.7389,4.0094,32.075,130.9783,1.79105,2.21,100000000,40000
554,0,190000,340000,1934,2034,1935,2035,8,51.3385,3.9074,31.2595,122.621,1.29808,5.33,100000000,40000
555,0.007,200000,280000,2028,2128,2029,2129,16,53.9436,3.9005,62.4086,246.6069,1.58474,3.04,100000000,40000
556,0.024,200000,290000,2029,2129,2030,2130,8,61.2265,3.9414,31.5313,126.6578,1.79157,2.33,100000000,40000
557,0.012,200000,300000,2030,2130,2031,2131,9,58.8783,3.9147,35.232,140.3886,1.7425,2.49,100000000,40000
558,0.8,200000,340000,2034,2134,2035,2135,0,0,0,0,0,0,0,100000000,40000
559,0,210000,280000,2128,2228,2129,2229,11,55.6353,3.9532,43.4847,173.2754,1.44865,3.63,100000000,40000
560,0,210000,290000,2129,2229,2130,2230,7,56.5909,3.896,27.2718,107.8695,1.6812,2.7,100000000,40000
561,0,210000,300000,2130,2230,2131,2231,9,59.3017,4.0253,36.2275,146.8337,1.42612,3.59,100000000,40000
562,6.988,120000,130000,1213,1313,1214,1314,13,92.1125,4.3096,56.0253,247.0832,1.98423,1.44,100000000,40000
563,8.116,120000,140000,1214,1314,1215,1315,20,92.1079,4.0875,81.7504,348.7978,2.4057,1.38,99985494.96,40253.61958
564,11.084,130000,130000,1313,1413,1314,1414,12,98.9691,4.3292,51.951,231.9914,2.23091,1.21,100000000,40000
565,5.835,130000,140000,1314,1414,1315,1415,16,90.966,4.2694,68.311,298.4561,1.96132,1.53,100000000,40000
566,5.027,140000,130000,1413,1513,1414,1514,11,85.4184,4.1194,45.3138,192.3355,2.12308,1.57,100000000,40000
567,3.463,140000,140000,1414,1514,1415,1515,15,61.4261,3.8102,57.1527,227.9939,2.35112,1.74,99795191.59,51837.95424
568,0.914,150000,130000,1513,1613,1514,1614,18,49.9681,3.6277,65.298,246.6507,2.1343,2.2,100000000,40000
569,0.012,150000,140000,1514,1614,1515,1615,27,50.023,3.8166,103.049,398.6944,1.57696,3.25,100000000,40000
570,9.537,160000,120000,1612,1712,1613,1713,28,94.9692,4.0934,114.6151,492.4296,2.53008,1.3,100000000,40000
571,3.099,160000,130000,1613,1713,1614,1714,8,73.642,3.9618,31.6943,129.9603,2.20847,1.69,100000000,40000
572,3.558,160000,140000,1614,1714,1615,1715,9,77.7056,4.1759,37.5829,160.5669,1.96044,1.67,100000000,40000
573,14.205,170000,120000,1712,1812,1713,1813,21,109.7295,4.3371,91.0786,411.0219,2.44641,1.07,100000000,40000
574,0.857,170000,130000,1713,1813,1714,1814,28,49.8672,3.6571,102.3983,388.5223,2.0569,2.28,100000000,40000
575,0,170000,140000,1714,1814,1715,1815,11,40.7006,3.5664,39.23,142.5403,1.67033,3.38,100000000,40000
576,0.765,170000,150000,1715,1815,1716,1816,23,52.8276,3.5751,82.2276,306.4036,2.12056,2.29,100000000,40000
577,4.476,170000,160000,1716,1816,1717,1817,18,65.7462,3.6506,65.711,256.7483,2.70732,1.65,100000000,40000
578,6.202,180000,120000,1812,1912,1813,1913,15,73.6452,3.6257,54.3853,214.6358,3.05412,1.5,100000000,40000
579,1.296,180000,140000,1814,1914,1815,1915,20,56.571,3.5987,71.9738,271.3331,2.23737,2.11,100000000,40000
580,2.181,180000,150000,1815,1915,1816,1916,19,57.6705,3.7021,70.3399,272.7385,2.28816,1.93,100000000,40000
582,19.95,190000,250000,1925,2025,1926,2026,8,126.1709,4.5515,36.4116,170.9897,2.38021,0.86,100000000,40000
583,18.439,190000,260000,1926,2026,1927,2027,9,126.5064,4.5481,40.9333,191.6591,2.2894,0.91,100000000,40000
584,0.898,200000,250000,2025,2125,2026,2126,10,78.2516,4.2628,42.6278,183.9937,1.65435,2.06,100000000,40000
585,11.93,200000,260000,2026,2126,2027,2127,12,112.0587,4.3478,52.1731,234.0606,2.24885,1.17,100000000,40000
586,0.356,200000,270000,2027,2127,2028,2128,5,80.1278,4.226,21.1298,90.8288,1.858,1.73,100000000,40000
587,0.389,210000,250000,2125,2225,2126,2226,20,63.5241,4.0311,80.6212,330.068,1.67704,2.45,100000000,40000
588,21.492,210000,260000,2126,2226,2127,2227,6,138.4805,4.7471,28.4825,137.4956,1.96655,0.82,100000000,40000
589,0.791,210000,270000,2127,2227,2128,2228,17,65.7012,3.9946,67.9082,276.7203,1.79295,2.23,100000000,40000
590,1.88,220000,250000,2225,2325,2226,2326,10,75.3077,4.1236,41.2359,173.5363,1.86504,1.88,100000000,40000
591,7.019,220000,260000,2226,2326,2227,2327,5,92.3714,4.2577,21.2883,93.0212,2.16372,1.35,100000000,40000
592,0,220000,270000,2227,2327,2228,2328,8,69.8255,4.1724,33.3794,140.5469,1.53202,2.64,100000000,40000
593,4.642,230000,260000,2326,2426,2327,2427,14,93.4938,4.3852,61.3928,273.3492,1.757,1.62,100000000,40000
594,0.074,230000,270000,2327,2427,2328,2428,16,70.6986,4.178,66.8487,281.8466,1.51027,2.72,100000000,40000
595,27.605,240000,270000,2427,2527,2428,2528,10,172.4745,4.698,46.9804,229.3575,2.66416,0.61,100000000,40000
596,0.849,280000,300000,2830,2930,2831,2931,6,102.124,4.5594,27.3565,125.55,1.49938,1.82,100000000,40000
597,15.482,290000,270000,2927,3027,2928,3028,9,121.961,4.524,40.7156,188.7732,2.13068,1.02,100000000,40000
598,1.203,290000,280000,2928,3028,2929,3029,9,98.4096,4.5152,40.6372,184.7689,1.49229,1.96,100000000,40000
599,1.71,290000,290000,2929,3029,2930,3030,13,80.2814,4.2595,55.3734,239.2476,1.70084,1.96,100000000,40000
600,23.909,290000,300000,2930,3030,2931,3031,8,155.7961,4.945,39.5602,197.2846,1.627,0.73,100000000,40000
601,4.82,290000,310000,2931,3031,2932,3032,4,40.139,3.6064,14.4255,52.8116,0,0,100000000,40000
602,1.279,300000,270000,3027,3127,3028,3128,18,80.8694,4.2695,76.8512,332.2153,1.63393,2.1,99521747.3,56883.89255
603,0,300000,280000,3028,3128,3029,3129,9,52.6544,3.9004,35.1039,138.2068,1.49332,3.49,100000000,40000
604,0,300000,290000,3029,3129,3030,3130,8,73.4245,4.2459,33.9672,145.0722,1.41714,3.02,83150570.36,39080.14489
605,9.335,300000,300000,3030,3130,3031,3131,24,102.3276,4.2952,103.0855,456.1629,2.14453,1.31,77642373.89,72058.08641
606,10.8,300000,310000,3031,3131,3032,3132,4,80.1283,4.2226,16.8903,72.5194,0,0,99883997.21,41692.42707
607,0.402,310000,270000,3127,3227,3128,3228,6,81.2565,4.2595,25.5568,110.3629,1.73074,1.89,56638782.78,72295.90065
608,18.327,310000,280000,3128,3228,3129,3229,7,125.7937,4.3957,30.7702,140.9894,2.65746,0.92,55125670.64,35763.43669
609,0,310000,290000,3129,3229,3130,3230,7,41.7761,3.6567,25.5966,94.705,1.53655,3.82,14951421.83,17266.21795
610,29.293,310000,300000,3130,3230,3131,3231,10,179.0326,4.6151,46.1506,226.2931,3.37326,0.56,37790373.51,28652.94134
611,31.569,310000,310000,3131,3231,3132,3232,8,219.7244,4.7149,37.7193,187.4189,3.2207,0.5,78803648.86,62559.66981
612,18.794,320000,300000,3230,3330,3231,3331,8,121.3371,4.4175,35.3401,162.8075,2.65849,0.9,16475138.63,17818.4775
613,24.55,320000,310000,3231,3331,3232,3332,4,237.1372,5.0992,20.3969,107.5093,0,0,74111232.13,50023.46271
614,0.8,50000,270000,527,627,528,628,0,0,0,0,0,0,0,1878778.245,10979.82724
615,0.01,50000,300000,530,630,531,631,3,25.15,3.1822,9.5465,30.6571,0,0,23445944.62,39032.18755
616,0,50000,310000,531,631,532,632,0,0,0,0,0,0,0,1367599.178,18892.43298
617,0,50000,320000,532,632,533,633,0,0,0,0,0,0,0,4320468.436,42479.17014
618,0.05,60000,270000,627,727,628,728,2,21.2195,3.0373,6.0745,18.5209,0,0,4867529.604,19499.42628
619,0.03,60000,280000,628,728,629,729,1,18.462,2.9157,2.9157,8.5014,0,0,13012631.83,26354.91955
620,0,60000,290000,629,729,630,730,6,20.8495,2.9874,17.9246,54.1508,1.4149,6.66,13612220.73,34300.42509
621,0,60000,300000,630,730,631,731,13,24.8232,3.1389,40.8051,130.045,1.4986,5.34,68093536.3,51834.89971
622,3.695,60000,310000,631,731,632,732,7,64.0949,3.7399,26.1793,103.4993,2.62568,1.61,9539919.611,25467.1598
623,0,60000,320000,632,732,633,733,11,34.7665,3.3746,37.1209,128.4568,1.75873,3.41,30256681.37,57175.04674
624,0,60000,330000,633,733,634,734,9,25.8178,3.1713,28.542,91.9336,1.52336,5.05,46331803.09,82195.39688
625,0.05,60000,340000,634,734,635,735,0,0,0,0,0,0,0,976392.3854,10851.49685
626,0,70000,270000,727,827,728,828,19,25.7581,3.1125,59.1378,189.1011,1.69693,4.13,58406224.63,35410.52198
627,0,70000,280000,728,828,729,829,9,27.4108,3.1696,28.5261,92.8692,1.7399,3.84,11238008.75,27495.00519
628,0,70000,290000,729,829,730,830,26,27.2452,3.1847,82.8027,269.7275,1.63375,4.31,65307954.01,72339.57967
629,0.001,70000,300000,730,830,731,831,21,38.0016,3.4836,73.156,260.418,1.69511,3.44,56144798.3,138945.1139
630,0,70000,310000,731,831,732,832,21,26.8421,3.17,66.5705,216.2677,1.66819,4.16,56156469.49,88511.27911
631,0,70000,320000,732,832,733,833,23,27.9126,3.2591,74.9599,247.137,1.4317,5.68,66226571.14,68353.90135
632,0.002,70000,330000,733,833,734,834,29,39.8599,3.5547,103.0849,373.1886,1.63439,3.55,57801881.42,109337.0366
633,0.13,70000,340000,734,834,735,835,2,21.198,3.0278,6.0555,18.4402,0,0,3310602.606,24184.86573
634,0.004,80000,270000,827,927,828,928,21,34.3752,3.3725,70.8225,245.7389,1.79848,3.28,100000000,40000
635,0.038,80000,280000,828,928,829,929,20,33.9457,3.1418,62.8363,207.7223,2.08832,2.93,23854466.48,33174.0565
636,0.002,80000,290000,829,929,830,930,17,36.1958,3.3974,57.7555,201.7636,1.80173,3.23,45538850.19,80391.93468
637,0.312,80000,300000,830,930,831,931,14,42.1406,3.4239,47.935,172.0266,2.18056,2.4,95823273.69,70762.55724
638,0.037,80000,310000,831,931,832,932,15,37.5837,3.4129,51.1939,181.1264,1.9668,2.79,99731937.34,43390.5401
639,0,80000,320000,832,932,833,933,10,32.5261,3.4284,34.2837,118.5527,1.39921,5.57,99755314.5,47592.10207
640,1.599,80000,330000,833,933,834,934,13,60.5783,3.71,48.2296,186.6776,2.23334,1.98,92265144.63,73620.27947
641,0.389,80000,340000,834,934,835,935,10,48.1506,3.6664,36.664,139.2844,2.08509,2.22,40766688.35,53454.36984
642,0,90000,270000,927,1027,928,1028,8,51.4334,3.8041,30.4325,117.9313,1.74374,2.69,100000000,40000
643,4.486,90000,280000,928,1028,929,1029,31,75.2441,3.7904,117.5026,469.9041,2.46968,1.67,66964908.9,152363.9835
644,0.902,90000,290000,929,1029,930,1030,27,52.1031,3.4661,93.5847,341.4563,2.24917,2.26,70609446.58,160894.6654
645,0,90000,300000,930,1030,931,1031,5,22.9188,3.0367,15.1835,47.0674,1.63201,4.62,100000000,40000
646,2.26,90000,310000,931,1031,932,1032,3,55.3857,3.891,11.673,46.2316,0,0,100000000,40000
647,1.84,90000,320000,932,1032,933,1033,3,33.7987,3.5171,10.5513,37.1302,0,0,100000000,40000
648,2.29,90000,330000,933,1033,934,1034,4,32.031,3.439,13.7562,47.5221,0,0,100000000,40000
649,4.17,90000,340000,934,1034,935,1035,2,64.0815,4.1502,8.3003,34.4876,0,0,25173913.92,44325.65348
650,0,100000,260000,1026,1126,1027,1127,9,39.003,3.4573,31.1159,111.2741,1.97336,2.71,100000000,40000
651,4.095,100000,270000,1027,1127,1028,1128,14,72.5687,3.635,50.8905,197.8954,2.70851,1.67,100000000,40000
652,8.069,100000,280000,1028,1128,1029,1129,33,89.1801,3.9946,131.8209,554.6033,2.54976,1.39,100000000,40000
653,0,100000,290000,1029,1129,1030,1130,16,31.5331,3.3155,53.0482,179.5096,1.63521,4.03,100000000,40000
654,1.266,100000,300000,1030,1130,1031,1131,6,55.7313,3.6783,22.0699,85.3509,2.49261,1.77,100000000,40000
655,18.855,100000,310000,1031,1131,1032,1132,13,123.43,4.5228,58.7964,274.9453,2.37983,0.89,100000000,40000
656,23.973,100000,320000,1032,1132,1033,1133,11,159.1177,4.5278,49.8063,236.8454,2.89919,0.72,100000000,40000
657,11.518,100000,330000,1033,1133,1034,1134,13,110.643,4.0722,52.9384,228.2212,2.79147,1.19,99762508.67,39947.44587
658,12.23,100000,340000,1034,1134,1035,1135,2,259.131,4.7776,9.5551,49.6585,0,0,12997248.47,34212.09373
659,20.73,110000,260000,1126,1226,1127,1227,22,134.5643,4.4953,98.8975,464.8657,2.67217,0.82,100000000,40000
660,35.34,110000,270000,1127,1227,1128,1228,25,243.8249,4.799,119.9759,617.45,3.73538,0.38,100000000,40000
661,7.474,110000,280000,1128,1228,1129,1229,35,82.3947,4.0161,140.5623,591.896,2.45351,1.43,100000000,40000
662,10.548,110000,290000,1129,1229,1130,1230,16,98.3824,4.1287,66.0588,286.1643,2.57585,1.24,100000000,40000
663,22.867,110000,300000,1130,1230,1131,1231,17,156.5698,4.5003,76.505,362.5113,2.90668,0.75,100000000,40000
664,28.19,110000,310000,1131,1231,1132,1232,39,175.1987,4.8061,187.4383,928.4732,2.34576,0.58,100000000,40000
665,34.628,110000,320000,1132,1232,1133,1233,22,232.1635,4.9278,108.4123,551.8667,2.49985,0.4,100000000,40000
666,20.201,110000,330000,1133,1233,1134,1234,17,141.3028,4.4836,76.2208,356.9031,2.64703,0.84,94388779.93,53263.73236
667,15,110000,340000,1134,1234,1135,1235,0,0,0,0,0,0,0,11039895.23,22990.92911
668,7.531,120000,260000,1226,1326,1227,1327,15,95.4716,4.2363,63.5446,277.1262,2.12272,1.41,100000000,40000
669,40.366,120000,270000,1227,1327,1228,1328,13,269.6507,5.004,65.0521,342.0476,3.23342,0.25,100000000,40000
670,12.854,120000,280000,1228,1328,1229,1329,21,116.1129,4.5915,96.4207,450.4891,1.86559,1.13,100000000,40000
671,19.261,120000,290000,1229,1329,1230,1330,39,129.7475,4.5875,178.9116,846.3928,2.27373,0.87,100000000,40000
672,11.588,120000,300000,1230,1330,1231,1331,21,96.467,4.1305,86.74,377.5464,2.66859,1.19,100000000,40000
673,24.036,120000,310000,1231,1331,1232,1332,23,156.9615,4.8277,111.0368,545.7952,1.9455,0.71,99976873.51,40387.98742
674,20.988,120000,320000,1232,1332,1233,1333,28,147.9458,4.554,127.5109,603.5096,2.50814,0.81,87489140.73,80836.73212
675,21.3,120000,330000,1233,1333,1234,1334,3,150.4227,4.7737,14.3211,70.0331,0,0,13947488.96,48536.84172
676,13.526,130000,270000,1327,1427,1328,1428,26,110.1207,4.4186,114.8832,523.5542,2.22181,1.1,100000000,40000
677,9.864,130000,280000,1328,1428,1329,1429,23,93.3037,4.235,97.4039,427.7599,2.2998,1.28,100000000,40000
678,21.898,130000,290000,1329,1429,1330,1430,23,146.7551,4.6411,106.7448,511.134,2.32889,0.78,100000000,40000
679,14.441,130000,300000,1330,1430,1331,1431,31,115.9296,4.3704,135.4809,614.9352,2.39281,1.06,100000000,40000
680,38.108,130000,310000,1331,1431,1332,1432,13,241.0138,4.9458,64.2953,333.7737,3.1482,0.31,100000000,40000
681,48.932,130000,320000,1332,1432,1333,1433,5,292.8568,5.268,26.3402,142.0968,2.49224,0.03,100000000,40000
682,23.379,140000,270000,1427,1527,1428,1528,29,164.4879,4.4833,130.0157,617.8817,3.05797,0.73,100000000,40000
683,25.288,140000,280000,1428,1528,1429,1529,25,161.7222,4.7882,119.7057,587.1572,2.14511,0.67,100000000,40000
684,13.058,140000,290000,1429,1529,1430,1530,16,106.167,4.3084,68.9351,308.7588,2.42366,1.12,100000000,40000
685,8.263,140000,300000,1430,1530,1431,1531,19,85.5655,4.0291,76.5538,323.9893,2.53258,1.37,100000000,40000
686,16.194,150000,280000,1528,1628,1529,1629,12,135.743,4.7761,57.3128,276.7672,1.69127,0.99,100000000,40000
687,8.984,150000,290000,1529,1629,1530,1630,13,87.5812,4.1074,53.3957,229.1051,2.46754,1.32,100000000,40000
688,9.827,150000,300000,1530,1630,1531,1631,19,93.6547,4.0053,76.0999,323.0437,2.73669,1.28,100000000,40000
689,33.62,150000,310000,1531,1631,1532,1632,16,206.6313,4.8485,77.5762,392.5006,2.84257,0.43,100000000,40000
690,9.815,160000,300000,1630,1730,1631,1731,18,105.7412,4.1365,74.4574,321.9607,2.47535,1.28,100000000,40000
691,0.774,250000,230000,2523,2623,2524,2624,9,46.9329,3.4595,31.1355,114.1192,2.44694,2.05,100000000,40000
692,0,250000,240000,2524,2624,2525,2625,7,53.8139,3.881,27.167,106.9068,1.64092,2.86,100000000,40000
693,13.505,250000,260000,2526,2626,2527,2627,14,104.5273,4.3752,61.2522,277.1045,2.3104,1.1,100000000,40000
694,10.044,250000,270000,2527,2627,2528,2628,6,106.0313,4.3695,26.217,117.3651,2.11628,1.24,100000000,40000
695,10.277,260000,250000,2625,2725,2626,2726,6,101.5983,4.0998,24.5988,105.5704,2.64222,1.23,100000000,40000
696,12.158,260000,260000,2626,2726,2627,2727,13,114.3241,4.4904,58.3757,267.9248,2.00323,1.16,100000000,40000
697,6.943,260000,270000,2627,2727,2628,2728,10,109.2814,4.5569,45.5687,210.0776,1.68083,1.43,100000000,40000
698,0.924,270000,250000,2725,2825,2726,2826,13,65.511,4.0162,52.21,214.0202,1.82425,2.13,100000000,40000
699,27.605,270000,260000,2726,2826,2727,2827,10,177.0121,4.7121,47.1211,230.2552,2.59976,0.61,100000000,40000
700,0.632,270000,270000,2727,2827,2728,2828,17,65.9948,4.0503,68.8549,283.6373,1.72488,2.29,100000000,40000
701,1.436,280000,250000,2825,2925,2826,2926,9,89.5738,4.4144,39.7297,177.071,1.583,1.92,100000000,40000
702,0,280000,260000,2826,2926,2827,2927,11,55.066,3.9556,43.5114,173.2001,1.39059,4.07,100000000,40000
703,0,280000,270000,2827,2927,2828,2928,7,78.1894,4.3191,30.234,131.1301,1.35178,3.25,100000000,40000
704,30.874,280000,280000,2828,2928,2829,2929,8,199.3736,4.7596,38.0768,188.8584,2.84027,0.52,100000000,40000
705,28.589,290000,250000,2925,3025,2926,3026,6,162.7202,4.7262,28.3574,138.5561,2.59112,0.6,100000000,40000
706,6.803,290000,260000,2926,3026,2927,3027,7,103.4633,4.4882,31.4177,142.9833,1.77436,1.41,100000000,40000
707,0,300000,240000,3024,3124,3025,3125,8,84.0152,4.3736,34.9886,153.8946,1.42249,2.62,100000000,40000
708,0,250000,320000,2532,2632,2533,2633,11,49.8587,3.8256,42.082,162.6177,1.49689,3.65,100000000,40000
709,0.35,250000,330000,2533,2633,2534,2634,2,33.216,3.4857,6.9714,24.3699,0,0,100000000,40000
710,0.39,250000,340000,2534,2634,2535,2635,3,24.0983,3.0549,9.1646,28.8766,0,0,100000000,40000
711,0,260000,320000,2632,2732,2633,2733,9,38.4461,3.537,31.8333,114.6173,1.65321,3.5,100000000,40000
712,0.455,260000,330000,2633,2733,2634,2734,20,60.6692,3.9385,78.7699,316.2952,1.75904,2.41,100000000,40000
713,0,260000,340000,2634,2734,2635,2735,6,61.5362,4.0278,24.167,98.4127,1.5889,2.74,100000000,40000
714,1.65,260000,350000,2635,2735,2636,2736,3,62.3007,4.0104,12.0311,48.9467,0,0,100000000,40000
715,0.165,270000,310000,2731,2831,2732,2832,9,65.4108,4.0074,36.067,147.1078,1.76285,2.28,100000000,40000
716,0,270000,320000,2732,2832,2733,2833,6,45.0917,3.7081,22.2484,83.8243,1.67352,3.09,100000000,40000
717,7.167,270000,330000,2733,2833,2734,2834,7,81.5313,3.7764,26.435,107.0071,2.98533,1.39,100000000,40000
718,3.24,270000,340000,2734,2834,2735,2835,1,128.425,4.8553,4.8553,23.5744,0,0,100000000,40000
719,14.972,280000,310000,2831,2931,2832,2932,9,113.2623,4.4236,39.8125,181.7531,2.31521,1.04,100000000,40000
720,8.925,280000,320000,2832,2932,2833,2933,7,93.2339,4.2231,29.5619,128.9602,2.28942,1.3,100000000,40000
721,0.011,190000,180000,1918,2018,1919,2019,15,43.4129,3.63,54.4505,202.1563,1.76278,2.94,100000000,40000
722,1.967,190000,190000,1919,2019,1920,2020,25,61.2348,3.7582,93.9551,367.4922,2.16912,1.99,100000000,40000
723,0,190000,230000,1923,2023,1924,2024,8,53.3181,3.923,31.3839,123.9379,1.40792,4.02,100000000,40000
724,5.24,200000,170000,2017,2117,2018,2118,12,76.2092,4.0173,48.2076,201.096,2.27493,1.56,100000000,40000
725,2.303,200000,180000,2018,2118,2019,2119,9,69.0514,3.9053,35.1476,142.0689,2.171,1.8,100000000,40000
726,0.113,200000,190000,2019,2119,2020,2120,13,63.301,4.0377,52.4902,214.8775,1.6401,2.55,100000000,40000
727,2.499,200000,200000,2020,2120,2021,2121,36,69.8839,4.0108,144.3896,594.7911,1.95252,1.92,100000000,40000
728,1.149,200000,230000,2023,2123,2024,2124,9,66.3488,4.0105,36.0944,148.174,1.92251,1.97,100000000,40000
729,0,210000,200000,2120,2220,2121,2221,14,63.6138,4.1038,57.4531,237.1008,1.37614,3.74,100000000,40000
730,1.204,210000,210000,2121,2221,2122,2222,16,78.4488,4.2283,67.6532,289.951,1.66418,2.1,100000000,40000
731,0,210000,220000,2122,2222,2123,2223,14,62.1198,4.0704,56.9855,233.6152,1.42981,3.43,100000000,40000
732,13.297,210000,230000,2123,2223,2124,2224,22,110.4334,4.403,96.8666,440.2035,2.24256,1.11,100000000,40000
733,0.126,220000,220000,2222,2322,2223,2323,17,62.5569,3.992,67.8639,274.7916,1.63624,2.65,100000000,40000
734,4.024,220000,230000,2223,2323,2224,2324,25,84.5874,4.1666,104.1648,444.4934,1.93642,1.71,100000000,40000
735,2.877,220000,240000,2224,2324,2225,2325,17,80.4955,4.2208,71.7531,308.4867,1.81008,1.82,100000000,40000
736,0.74,230000,220000,2322,2422,2323,2423,32,68.0465,4.1027,131.2859,546.7319,1.66762,2.34,100000000,40000
737,1.669,230000,230000,2323,2423,2324,2424,16,70.3051,4.0552,64.8838,268.9251,1.86291,2,100000000,40000
738,0.008,240000,220000,2422,2522,2423,2523,12,51.9345,3.7999,45.5984,176.4317,1.70969,2.79,100000000,40000
739,20.83,240000,230000,2423,2523,2424,2524,14,138.8774,4.5457,63.6399,300.359,2.51638,0.82,100000000,40000
740,0,250000,220000,2522,2622,2523,2623,5,48.3756,3.793,18.9652,72.8377,1.60777,3.17,100000000,40000
741,0.057,160000,280000,1628,1728,1629,1729,10,53.2515,3.7968,37.9678,147.4821,1.83672,2.47,100000000,40000
742,1.375,160000,290000,1629,1729,1630,1730,9,62.8882,3.9549,35.5944,144.6353,2.00329,1.93,100000000,40000
743,0.219,170000,280000,1728,1828,1729,1829,6,62.9447,3.8801,23.2804,93.0418,2.08865,1.93,100000000,40000
744,13.245,170000,290000,1729,1829,1730,1830,7,101.4574,4.027,28.1887,121.3781,3.14181,1.11,100000000,40000
745,5.744,170000,300000,1730,1830,1731,1831,9,82.9937,4.0305,36.2748,151.8874,2.32254,1.5,100000000,40000
746,9.951,180000,260000,1826,1926,1827,1927,9,94.7627,4.3704,39.3338,176.2377,2.08736,1.26,100000000,40000
747,2.657,180000,270000,1827,1927,1828,1928,10,75.2098,4.1233,41.2328,173.9153,1.93162,1.78,100000000,40000
748,12.753,180000,280000,1828,1928,1829,1929,7,102.1059,3.8893,27.2248,115.289,3.49726,1.13,100000000,40000
749,5.886,180000,290000,1829,1929,1830,1930,14,74.2244,3.9955,55.937,233.0381,2.35545,1.52,100000000,40000
750,9.464,180000,300000,1830,1930,1831,1931,11,104.0466,3.862,42.4819,176.5546,3.05745,1.29,100000000,40000
751,6.513,190000,240000,1924,2024,1925,2025,8,108.5471,4.5718,36.5744,168.9811,1.65349,1.44,100000000,40000
752,7.506,190000,270000,1927,2027,1928,2028,9,91.9271,4.0591,36.5318,154.6793,2.44482,1.39,100000000,40000
753,0.449,190000,280000,1928,2028,1929,2029,8,61.8522,3.9503,31.6024,127.769,1.90976,2.08,100000000,40000
754,1.288,200000,240000,2024,2124,2025,2125,29,67.6269,4.0673,117.9505,488.9299,1.77367,2.15,100000000,40000
755,20.988,120000,320000,1232,1332,1233,1333,28,147.9457,4.554,127.5109,603.5095,2.50814,0.81,87489140.73,80836.73212
756,20.879,130000,330000,1333,1433,1334,1434,6,134.7028,4.7159,28.2957,135.8501,2.00195,0.84,82231958.64,38896.09505
757,18.227,140000,310000,1431,1531,1432,1532,8,126.3771,4.5719,36.5756,171.5668,2.19866,0.92,100000000,40000
758,19.57,140000,320000,1432,1532,1433,1533,4,108.1605,4.5632,18.2529,84.2238,0,0,100000000,40000
759,10.226,140000,330000,1433,1533,1434,1534,22,102.3746,4.3545,95.7994,429.0222,2.12033,1.26,56301981.89,42102.78116
760,22.867,150000,320000,1532,1632,1533,1633,17,145.1112,4.7003,79.9053,385.8887,2.23154,0.75,100000000,40000
761,26.679,150000,330000,1533,1633,1534,1634,17,166.9829,4.8294,82.0999,405.3068,2.10049,0.63,52843355.56,47093.53632
762,17.118,150000,340000,1534,1634,1535,1635,8,111.0496,4.2401,33.9208,152.3138,3.00732,0.96,13349617.73,28948.51801
763,0,150000,350000,1535,1635,1536,1636,0,0,0,0,0,0,0,942538.0025,5987.632856
764,28.289,160000,310000,1631,1731,1632,1732,21,197.1266,4.7054,98.8144,486.0051,2.78891,0.58,100000000,40000
765,26.455,160000,320000,1632,1732,1633,1733,13,161.2808,4.7689,61.996,303.854,2.2856,0.64,98580509.24,43181.3373
766,23.237,160000,330000,1633,1733,1634,1734,14,141.827,4.6156,64.6181,309.2362,2.50751,0.74,66145824.09,91927.06031
767,0.898,160000,340000,1634,1734,1635,1735,10,47.3681,3.5992,35.9925,135.6944,2.28537,2.06,77989174.95,60282.0453
768,0,160000,350000,1635,1735,1636,1736,8,29.8928,3.307,26.456,88.9468,1.57807,4.37,15764752.83,51654.97916
769,35.121,170000,310000,1731,1831,1732,1832,14,221.2214,4.8654,68.1163,347.761,3.06878,0.39,100000000,40000
770,0.189,180000,130000,1813,1913,1814,1914,20,40.4713,3.4074,68.1477,242.1294,2.06001,2.62,100000000,40000
771,1.436,180000,170000,1817,1917,1818,1918,28,53.6137,3.7446,104.8488,407.2907,2.0901,2.11,100000000,40000
772,36.286,190000,110000,1911,2011,1912,2012,12,253.5188,4.8391,58.0689,298.532,3.53414,0.36,100000000,40000
773,2.657,190000,120000,1912,2012,1913,2013,10,56.6447,3.6675,36.6747,142.0424,2.49737,1.78,100000000,40000
774,1.885,190000,130000,1913,2013,1914,2014,31,58.7185,3.8224,118.4931,468.8802,2.07367,2.02,100000000,40000
775,0.316,190000,140000,1914,2014,1915,2015,11,41.1935,3.3551,36.9063,130.9578,2.32695,2.3,100000000,40000
776,0.634,190000,150000,1915,2015,1916,2016,15,56.1413,3.8404,57.6063,227.0784,1.90828,2.26,100000000,40000
777,4.308,190000,160000,1916,2016,1917,2017,14,71.3288,3.9026,54.637,222.5598,2.33315,1.65,100000000,40000
778,3.339,190000,170000,1917,2017,1918,2018,13,64.9599,3.8487,50.0328,200.8746,2.29881,1.74,100000000,40000
779,18.614,200000,100000,2010,2110,2011,2111,7,127.2469,4.4572,31.2004,144.1911,2.5198,0.91,100000000,40000
780,36.179,200000,110000,2011,2111,2012,2112,16,260.4391,4.823,77.1675,398.2109,3.73381,0.36,100000000,40000
